,time,x,y,layer,z,type,LWCLAYER
1041,1987-10-01,1,0,0,0.05,1.0,0.10090341593258705
1042,1987-11-01,1,0,0,0.05,1.0,0.0
1043,1987-12-01,1,0,0,0.05,1.0,0.0
1044,1988-01-01,1,0,0,0.05,1.0,0.0
1045,1988-02-01,1,0,0,0.05,1.0,0.0
1046,1988-03-01,1,0,0,0.05,1.0,0.0
1047,1988-04-01,1,0,0,0.05,1.0,0.05731373675202128
1048,1988-05-01,1,0,0,0.05,1.0,0.11091958178927826
1049,1988-06-01,1,0,0,0.05,1.0,0.11065910687905509
1050,1988-07-01,1,0,0,0.05,1.0,0.09826507885721952
1051,1988-08-01,1,0,0,0.05,1.0,0.11721815001936844
1052,1988-09-01,1,0,0,0.05,1.0,0.10807588478327693
1053,1988-10-01,1,0,0,0.05,1.0,0.011532661621451161
1054,1988-11-01,1,0,0,0.05,1.0,0.0
1055,1988-12-01,1,0,0,0.05,1.0,0.0
1056,1989-01-01,1,0,0,0.05,1.0,0.0
1057,1989-02-01,1,0,0,0.05,1.0,0.0
1058,1989-03-01,1,0,0,0.05,1.0,0.0
1059,1989-04-01,1,0,0,0.05,1.0,0.052050668448294236
1060,1989-05-01,1,0,0,0.05,1.0,0.06769208649090047
1061,1989-06-01,1,0,0,0.05,1.0,0.10244407429911163
1062,1989-07-01,1,0,0,0.05,1.0,0.09673264854740143
1063,1989-08-01,1,0,0,0.05,1.0,0.10382530802078432
1064,1989-09-01,1,0,0,0.05,1.0,0.1028972350775648
1065,1989-10-01,1,0,0,0.05,1.0,0.06266799396564757
1066,1989-11-01,1,0,0,0.05,1.0,0.0
1067,1989-12-01,1,0,0,0.05,1.0,0.0
1068,1990-01-01,1,0,0,0.05,1.0,0.0
1069,1990-02-01,1,0,0,0.05,1.0,0.0
1070,1990-03-01,1,0,0,0.05,1.0,0.0
1071,1990-04-01,1,0,0,0.05,1.0,0.07335689597218796
1072,1990-05-01,1,0,0,0.05,1.0,0.053176352153943805
1073,1990-06-01,1,0,0,0.05,1.0,0.08342916992807223
1074,1990-07-01,1,0,0,0.05,1.0,0.11386256200276633
1075,1990-08-01,1,0,0,0.05,1.0,0.18824225156079205
1076,1990-09-01,1,0,0,0.05,1.0,0.18888684523928048
1077,1990-10-01,1,0,0,0.05,1.0,0.06086708544122789
1078,1990-11-01,1,0,0,0.05,1.0,0.0
1079,1990-12-01,1,0,0,0.05,1.0,0.0
1080,1991-01-01,1,0,0,0.05,1.0,0.0
1081,1991-02-01,1,0,0,0.05,1.0,0.0
1082,1991-03-01,1,0,0,0.05,1.0,0.0
1083,1991-04-01,1,0,0,0.05,1.0,0.07402747753773177
1084,1991-05-01,1,0,0,0.05,1.0,0.06183187648742374
1085,1991-06-01,1,0,0,0.05,1.0,0.06529116375102881
1086,1991-07-01,1,0,0,0.05,1.0,0.07462204102106032
1087,1991-08-01,1,0,0,0.05,1.0,0.09198690415608368
1088,1991-09-01,1,0,0,0.05,1.0,0.11900556152810193
1089,1991-10-01,1,0,0,0.05,1.0,0.056774570755674846
1090,1991-11-01,1,0,0,0.05,1.0,0.0
1091,1991-12-01,1,0,0,0.05,1.0,0.0
1092,1992-01-01,1,0,0,0.05,1.0,0.0
1093,1992-02-01,1,0,0,0.05,1.0,0.0
1094,1992-03-01,1,0,0,0.05,1.0,0.0
1095,1992-04-01,1,0,0,0.05,1.0,0.006060501911897664
1096,1992-05-01,1,0,0,0.05,1.0,0.10244278310938498
1097,1992-06-01,1,0,0,0.05,1.0,0.10301960694045023
1098,1992-07-01,1,0,0,0.05,1.0,0.11348665094634121
1099,1992-08-01,1,0,0,0.05,1.0,0.11772651775693001
1100,1992-09-01,1,0,0,0.05,1.0,0.14693505311190513
1101,1992-10-01,1,0,0,0.05,1.0,0.006417483895015404
1102,1992-11-01,1,0,0,0.05,1.0,0.0
1103,1992-12-01,1,0,0,0.05,1.0,0.0
1104,1993-01-01,1,0,0,0.05,1.0,0.0
1105,1993-02-01,1,0,0,0.05,1.0,0.0
1106,1993-03-01,1,0,0,0.05,1.0,0.0
1107,1993-04-01,1,0,0,0.05,1.0,0.0756414593591706
1108,1993-05-01,1,0,0,0.05,1.0,0.05373920050957303
1109,1993-06-01,1,0,0,0.05,1.0,0.08152990705967181
1110,1993-07-01,1,0,0,0.05,1.0,0.05819511909432598
1111,1993-08-01,1,0,0,0.05,1.0,0.07773801742759874
1112,1993-09-01,1,0,0,0.05,1.0,0.15521794634558148
1113,1993-10-01,1,0,0,0.05,1.0,0.11190739912509416
1114,1993-11-01,1,0,0,0.05,1.0,0.0
1115,1993-12-01,1,0,0,0.05,1.0,0.0
1116,1994-01-01,1,0,0,0.05,1.0,0.0
1117,1994-02-01,1,0,0,0.05,1.0,0.0
1118,1994-03-01,1,0,0,0.05,1.0,0.0
1119,1994-04-01,1,0,0,0.05,1.0,0.06955428605426818
1120,1994-05-01,1,0,0,0.05,1.0,0.07229873422688574
1121,1994-06-01,1,0,0,0.05,1.0,0.10031236418029815
1122,1994-07-01,1,0,0,0.05,1.0,0.09525034250012027
1123,1994-08-01,1,0,0,0.05,1.0,0.11025360252970115
1124,1994-09-01,1,0,0,0.05,1.0,0.10037317710597857
1125,1994-10-01,1,0,0,0.05,1.0,0.054171960672302136
1126,1994-11-01,1,0,0,0.05,1.0,0.0
1127,1994-12-01,1,0,0,0.05,1.0,0.0
1128,1995-01-01,1,0,0,0.05,1.0,0.0
1129,1995-02-01,1,0,0,0.05,1.0,0.0
1130,1995-03-01,1,0,0,0.05,1.0,0.0
1131,1995-04-01,1,0,0,0.05,1.0,0.07566715547945924
1132,1995-05-01,1,0,0,0.05,1.0,0.06591275986232967
1133,1995-06-01,1,0,0,0.05,1.0,0.09840211585470422
1134,1995-07-01,1,0,0,0.05,1.0,0.08682010435283673
1135,1995-08-01,1,0,0,0.05,1.0,0.11192033639102916
1136,1995-09-01,1,0,0,0.05,1.0,0.1559051542973525
1137,1995-10-01,1,0,0,0.05,1.0,0.07989197771145791
1138,1995-11-01,1,0,0,0.05,1.0,0.0
1139,1995-12-01,1,0,0,0.05,1.0,0.0
1140,1996-01-01,1,0,0,0.05,1.0,0.0
1141,1996-02-01,1,0,0,0.05,1.0,0.0
1142,1996-03-01,1,0,0,0.05,1.0,0.0
1143,1996-04-01,1,0,0,0.05,1.0,0.028074443497403175
1144,1996-05-01,1,0,0,0.05,1.0,0.05065797480458472
1145,1996-06-01,1,0,0,0.05,1.0,0.072168237377894
1146,1996-07-01,1,0,0,0.05,1.0,0.07911678989372377
1147,1996-08-01,1,0,0,0.05,1.0,0.10346849294967697
1148,1996-09-01,1,0,0,0.05,1.0,0.13253316726293185
1149,1996-10-01,1,0,0,0.05,1.0,0.005872750949397442
1150,1996-11-01,1,0,0,0.05,1.0,0.0
1151,1996-12-01,1,0,0,0.05,1.0,0.0
1152,1997-01-01,1,0,0,0.05,1.0,0.0
1153,1997-02-01,1,0,0,0.05,1.0,0.0
1154,1997-03-01,1,0,0,0.05,1.0,0.0
1155,1997-04-01,1,0,0,0.05,1.0,0.05415268807913594
1156,1997-05-01,1,0,0,0.05,1.0,0.053079459482095075
1157,1997-06-01,1,0,0,0.05,1.0,0.07242489521151935
1158,1997-07-01,1,0,0,0.05,1.0,0.06771747377621545
1159,1997-08-01,1,0,0,0.05,1.0,0.08128684712436623
1160,1997-09-01,1,0,0,0.05,1.0,0.07713567122673892
1161,1997-10-01,1,0,0,0.05,1.0,0.038423156649082094
1162,1997-11-01,1,0,0,0.05,1.0,0.0
1163,1997-12-01,1,0,0,0.05,1.0,0.0
1164,1998-01-01,1,0,0,0.05,1.0,0.0
1165,1998-02-01,1,0,0,0.05,1.0,0.0
1166,1998-03-01,1,0,0,0.05,1.0,0.0
1167,1998-04-01,1,0,0,0.05,1.0,0.06711365749061993
1168,1998-05-01,1,0,0,0.05,1.0,0.052270281930146746
1169,1998-06-01,1,0,0,0.05,1.0,0.07539520306620497
1170,1998-07-01,1,0,0,0.05,1.0,0.11049762786876921
1171,1998-08-01,1,0,0,0.05,1.0,0.1882558876788898
1172,1998-09-01,1,0,0,0.05,1.0,0.1858124596561249
1173,1998-10-01,1,0,0,0.05,1.0,0.07725818107618437
1174,1998-11-01,1,0,0,0.05,1.0,0.0
1175,1998-12-01,1,0,0,0.05,1.0,0.0
1176,1999-01-01,1,0,0,0.05,1.0,0.0
1177,1999-02-01,1,0,0,0.05,1.0,0.0
1178,1999-03-01,1,0,0,0.05,1.0,0.0
1179,1999-04-01,1,0,0,0.05,1.0,0.03297158452940897
1180,1999-05-01,1,0,0,0.05,1.0,0.07587087697318867
1181,1999-06-01,1,0,0,0.05,1.0,0.09845264197078837
1182,1999-07-01,1,0,0,0.05,1.0,0.10695907435399854
1183,1999-08-01,1,0,0,0.05,1.0,0.13598500107515868
1184,1999-09-01,1,0,0,0.05,1.0,0.17312298097013865
1185,1999-10-01,1,0,0,0.05,1.0,0.060519434237796495
1186,1999-11-01,1,0,0,0.05,1.0,0.0
1187,1999-12-01,1,0,0,0.05,1.0,0.0
1188,2000-01-01,1,0,0,0.05,1.0,0.0
1189,2000-02-01,1,0,0,0.05,1.0,0.0
1190,2000-03-01,1,0,0,0.05,1.0,0.0
1191,2000-04-01,1,0,0,0.05,1.0,0.052415560810907806
1192,2000-05-01,1,0,0,0.05,1.0,0.08044159996725299
1193,2000-06-01,1,0,0,0.05,1.0,0.06272110789476239
1194,2000-07-01,1,0,0,0.05,1.0,0.09066545600621044
1195,2000-08-01,1,0,0,0.05,1.0,0.15349949622474446
1196,2000-09-01,1,0,0,0.05,1.0,0.18021845899174033
1197,2000-10-01,1,0,0,0.05,1.0,0.07797621813254133
1198,2000-11-01,1,0,0,0.05,1.0,0.0
1199,2000-12-01,1,0,0,0.05,1.0,0.0
1200,2001-01-01,1,0,0,0.05,1.0,0.0
1201,2001-02-01,1,0,0,0.05,1.0,0.0
1202,2001-03-01,1,0,0,0.05,1.0,0.0
1203,2001-04-01,1,0,0,0.05,1.0,0.03923940466587645
1204,2001-05-01,1,0,0,0.05,1.0,0.087726003405654
1205,2001-06-01,1,0,0,0.05,1.0,0.060842886680046636
1206,2001-07-01,1,0,0,0.05,1.0,0.104125150031189
1207,2001-08-01,1,0,0,0.05,1.0,0.1341109085164165
1208,2001-09-01,1,0,0,0.05,1.0,0.12646868490968277
1209,2001-10-01,1,0,0,0.05,1.0,0.050136768429156556
1210,2001-11-01,1,0,0,0.05,1.0,0.0
1211,2001-12-01,1,0,0,0.05,1.0,0.0
1212,2002-01-01,1,0,0,0.05,1.0,0.0
1213,2002-02-01,1,0,0,0.05,1.0,0.0
1214,2002-03-01,1,0,0,0.05,1.0,0.0
1215,2002-04-01,1,0,0,0.05,1.0,0.010417116845259632
1216,2002-05-01,1,0,0,0.05,1.0,0.10842487434156868
1217,2002-06-01,1,0,0,0.05,1.0,0.06041483464366538
1218,2002-07-01,1,0,0,0.05,1.0,0.11697403525404457
1219,2002-08-01,1,0,0,0.05,1.0,0.1476698295361326
1220,2002-09-01,1,0,0,0.05,1.0,0.17612812371052905
1221,2002-10-01,1,0,0,0.05,1.0,0.13438895507778365
1222,2002-11-01,1,0,0,0.05,1.0,0.004909171924335213
1223,2002-12-01,1,0,0,0.05,1.0,0.0
1224,2003-01-01,1,0,0,0.05,1.0,0.0
1225,2003-02-01,1,0,0,0.05,1.0,0.0
1226,2003-03-01,1,0,0,0.05,1.0,0.0
1227,2003-04-01,1,0,0,0.05,1.0,0.036366305128106124
1228,2003-05-01,1,0,0,0.05,1.0,0.05191113131037982
1229,2003-06-01,1,0,0,0.05,1.0,0.06059470964995793
1230,2003-07-01,1,0,0,0.05,1.0,0.10210679243111764
1231,2003-08-01,1,0,0,0.05,1.0,0.13556322325662978
1232,2003-09-01,1,0,0,0.05,1.0,0.17522096386746472
1233,2003-10-01,1,0,0,0.05,1.0,0.12504734441551793
1234,2003-11-01,1,0,0,0.05,1.0,0.0
1235,2003-12-01,1,0,0,0.05,1.0,0.0
1236,2004-01-01,1,0,0,0.05,1.0,0.0
1237,2004-02-01,1,0,0,0.05,1.0,0.0
1238,2004-03-01,1,0,0,0.05,1.0,0.0
1239,2004-04-01,1,0,0,0.05,1.0,0.06796703222916103
1240,2004-05-01,1,0,0,0.05,1.0,0.08921443039770044
1241,2004-06-01,1,0,0,0.05,1.0,0.07268398732962783
1242,2004-07-01,1,0,0,0.05,1.0,0.07357946427071538
1243,2004-08-01,1,0,0,0.05,1.0,0.06451680948537983
1244,2004-09-01,1,0,0,0.05,1.0,0.12235653560399228
1245,2004-10-01,1,0,0,0.05,1.0,0.07645604055015973
1246,2004-11-01,1,0,0,0.05,1.0,0.0
1247,2004-12-01,1,0,0,0.05,1.0,0.0
1248,2005-01-01,1,0,0,0.05,1.0,0.0
1249,2005-02-01,1,0,0,0.05,1.0,0.0
1250,2005-03-01,1,0,0,0.05,1.0,0.0
1251,2005-04-01,1,0,0,0.05,1.0,0.0579447267731845
1252,2005-05-01,1,0,0,0.05,1.0,0.08841657249853109
1253,2005-06-01,1,0,0,0.05,1.0,0.10076225840613925
1254,2005-07-01,1,0,0,0.05,1.0,0.14670312502929475
1255,2005-08-01,1,0,0,0.05,1.0,0.0892182165593806
1256,2005-09-01,1,0,0,0.05,1.0,0.150007681644129
1257,2005-10-01,1,0,0,0.05,1.0,0.08950799430006265
1258,2005-11-01,1,0,0,0.05,1.0,0.0
1259,2005-12-01,1,0,0,0.05,1.0,0.0
1260,2006-01-01,1,0,0,0.05,1.0,0.0
1261,2006-02-01,1,0,0,0.05,1.0,0.0
1262,2006-03-01,1,0,0,0.05,1.0,0.0
1263,2006-04-01,1,0,0,0.05,1.0,0.024004670380665838
1264,2006-05-01,1,0,0,0.05,1.0,0.07624498557924894
1265,2006-06-01,1,0,0,0.05,1.0,0.05753550343643488
1266,2006-07-01,1,0,0,0.05,1.0,0.08822135952830865
1267,2006-08-01,1,0,0,0.05,1.0,0.12153121222684148
1268,2006-09-01,1,0,0,0.05,1.0,0.11214607507140076
1269,2006-10-01,1,0,0,0.05,1.0,0.09560490273685049
1270,2006-11-01,1,0,0,0.05,1.0,0.0
1271,2006-12-01,1,0,0,0.05,1.0,0.0
1272,2007-01-01,1,0,0,0.05,1.0,0.0
1273,2007-02-01,1,0,0,0.05,1.0,0.0
1274,2007-03-01,1,0,0,0.05,1.0,0.0
1275,2007-04-01,1,0,0,0.05,1.0,0.03277801143527365
1276,2007-05-01,1,0,0,0.05,1.0,0.053105219194086395
1277,2007-06-01,1,0,0,0.05,1.0,0.08708814887240396
1278,2007-07-01,1,0,0,0.05,1.0,0.11494115307485087
1279,2007-08-01,1,0,0,0.05,1.0,0.13909423084168018
1280,2007-09-01,1,0,0,0.05,1.0,0.171425291818366
1281,2007-10-01,1,0,0,0.05,1.0,0.07077333093924673
1282,2007-11-01,1,0,0,0.05,1.0,0.0
1283,2007-12-01,1,0,0,0.05,1.0,0.0
1284,2008-01-01,1,0,0,0.05,1.0,0.0
1285,2008-02-01,1,0,0,0.05,1.0,0.0
1286,2008-03-01,1,0,0,0.05,1.0,0.0
1287,2008-04-01,1,0,0,0.05,1.0,0.053320446256960446
1288,2008-05-01,1,0,0,0.05,1.0,0.13011886031979042
1289,2008-06-01,1,0,0,0.05,1.0,0.10516787084973289
1290,2008-07-01,1,0,0,0.05,1.0,0.1798634160807967
1291,2008-08-01,1,0,0,0.05,1.0,0.1864134667142858
1292,2008-09-01,1,0,0,0.05,1.0,0.17125952007305761
1293,2008-10-01,1,0,0,0.05,1.0,0.06632107104627219
1294,2008-11-01,1,0,0,0.05,1.0,0.0
1295,2008-12-01,1,0,0,0.05,1.0,0.0
1296,2009-01-01,1,0,0,0.05,1.0,0.0
1297,2009-02-01,1,0,0,0.05,1.0,0.0
1298,2009-03-01,1,0,0,0.05,1.0,0.0
1299,2009-04-01,1,0,0,0.05,1.0,0.051311520588013394
1300,2009-05-01,1,0,0,0.05,1.0,0.09860817740238308
1301,2009-06-01,1,0,0,0.05,1.0,0.08224691900838398
1302,2009-07-01,1,0,0,0.05,1.0,0.06815039358661945
1303,2009-08-01,1,0,0,0.05,1.0,0.10078463532717268
1304,2009-09-01,1,0,0,0.05,1.0,0.11129742807405466
1305,2009-10-01,1,0,0,0.05,1.0,0.09760335682768718
1306,2009-11-01,1,0,0,0.05,1.0,0.0
1307,2009-12-01,1,0,0,0.05,1.0,0.0
1308,2010-01-01,1,0,0,0.05,1.0,0.0
1309,2010-02-01,1,0,0,0.05,1.0,0.0
1310,2010-03-01,1,0,0,0.05,1.0,0.0
1311,2010-04-01,1,0,0,0.05,1.0,0.03808852775179071
1312,2010-05-01,1,0,0,0.05,1.0,0.06823371926515695
1313,2010-06-01,1,0,0,0.05,1.0,0.08487363681172627
1314,2010-07-01,1,0,0,0.05,1.0,0.11526925953730344
1315,2010-08-01,1,0,0,0.05,1.0,0.11380987794141734
1316,2010-09-01,1,0,0,0.05,1.0,0.1461470980350346
1317,2010-10-01,1,0,0,0.05,1.0,0.08427993956267144
1318,2010-11-01,1,0,0,0.05,1.0,0.0
1319,2010-12-01,1,0,0,0.05,1.0,0.0
1320,2011-01-01,1,0,0,0.05,1.0,0.0
1321,2011-02-01,1,0,0,0.05,1.0,0.0
1322,2011-03-01,1,0,0,0.05,1.0,0.0
1323,2011-04-01,1,0,0,0.05,1.0,0.043992183689086424
1324,2011-05-01,1,0,0,0.05,1.0,0.07357937828547581
1325,2011-06-01,1,0,0,0.05,1.0,0.08563654701714657
1326,2011-07-01,1,0,0,0.05,1.0,0.09782446165073458
1327,2011-08-01,1,0,0,0.05,1.0,0.12695337380945299
1328,2011-09-01,1,0,0,0.05,1.0,0.1085477206003218
1329,2011-10-01,1,0,0,0.05,1.0,0.08720624109560839
1330,2011-11-01,1,0,0,0.05,1.0,0.0
1331,2011-12-01,1,0,0,0.05,1.0,0.0
1332,2012-01-01,1,0,0,0.05,1.0,0.0
1333,2012-02-01,1,0,0,0.05,1.0,0.0
1334,2012-03-01,1,0,0,0.05,1.0,0.0
1335,2012-04-01,1,0,0,0.05,1.0,0.06479745801721577
1336,2012-05-01,1,0,0,0.05,1.0,0.05756475629966994
1337,2012-06-01,1,0,0,0.05,1.0,0.08870073652161445
1338,2012-07-01,1,0,0,0.05,1.0,0.08774409052102103
1339,2012-08-01,1,0,0,0.05,1.0,0.1046930966138597
1340,2012-09-01,1,0,0,0.05,1.0,0.13804139324951611
1341,2012-10-01,1,0,0,0.05,1.0,0.05338585301634635
1342,2012-11-01,1,0,0,0.05,1.0,0.0
1343,2012-12-01,1,0,0,0.05,1.0,0.0
1344,2013-01-01,1,0,0,0.05,1.0,0.0
1345,2013-02-01,1,0,0,0.05,1.0,0.0
1346,2013-03-01,1,0,0,0.05,1.0,0.0
1347,2013-04-01,1,0,0,0.05,1.0,0.0
1348,2013-05-01,1,0,0,0.05,1.0,0.07723315453484965
1349,2013-06-01,1,0,0,0.05,1.0,0.05355218801784265
1350,2013-07-01,1,0,0,0.05,1.0,0.07463982272292433
1351,2013-08-01,1,0,0,0.05,1.0,0.08799447828171214
1352,2013-09-01,1,0,0,0.05,1.0,0.1360965918486322
1353,2013-10-01,1,0,0,0.05,1.0,0.11619897414255304
1354,2013-11-01,1,0,0,0.05,1.0,0.00028108167896406236
1355,2013-12-01,1,0,0,0.05,1.0,0.0
1356,2014-01-01,1,0,0,0.05,1.0,0.0
1357,2014-02-01,1,0,0,0.05,1.0,0.0
1358,2014-03-01,1,0,0,0.05,1.0,0.0
1359,2014-04-01,1,0,0,0.05,1.0,0.0531394310021275
1360,2014-05-01,1,0,0,0.05,1.0,0.06902669836208808
1361,2014-06-01,1,0,0,0.05,1.0,0.11452058894529565
1362,2014-07-01,1,0,0,0.05,1.0,0.2103375521594481
1363,2014-08-01,1,0,0,0.05,1.0,0.162967660957816
1364,2014-09-01,1,0,0,0.05,1.0,0.19230515366429696
1365,2014-10-01,1,0,0,0.05,1.0,0.07152470451716827
1366,2014-11-01,1,0,0,0.05,1.0,0.0
1367,2014-12-01,1,0,0,0.05,1.0,0.0
1368,2015-01-01,1,0,0,0.05,1.0,0.0
1369,2015-02-01,1,0,0,0.05,1.0,0.0
1370,2015-03-01,1,0,0,0.05,1.0,0.0
1371,2015-04-01,1,0,0,0.05,1.0,0.04927170352934246
1372,2015-05-01,1,0,0,0.05,1.0,0.05834345389036005
1373,2015-06-01,1,0,0,0.05,1.0,0.06669446858354694
1374,2015-07-01,1,0,0,0.05,1.0,0.09421139395734894
1375,2015-08-01,1,0,0,0.05,1.0,0.14550392517153019
1376,2015-09-01,1,0,0,0.05,1.0,0.2067255328555285
1377,2015-10-01,1,0,0,0.05,1.0,0.1352959669047792
1378,2015-11-01,1,0,0,0.05,1.0,0.0001943306034995156
1379,2015-12-01,1,0,0,0.05,1.0,0.0
